*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:06
                                                                                
*RUN   1        : 86_01                     RICER046 SSKT0001    1              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0001 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT  1   : 86_01                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 2017 315   137    88  14.5   4.6  10.0  0.98  1.81 *****   6.1   3.9  1.81  1.81  0.00  1.06   8.58   1.96
 2017 316   138    89  14.8   4.8  10.0  0.98  1.86 *****   6.2   3.7  1.86  1.86  0.00  1.07   8.73   2.12
 2017 317   139    90  15.0   5.0  10.0  0.99  1.91 *****   6.3   3.6  1.91  1.91  0.00  1.08   8.88   2.29
 2017 318   140    91  15.2   5.3  10.0  1.02  1.92 *****   6.5   3.4  1.92  1.92  0.00  1.09   9.04   2.45
 2017 319   141    92  15.4   5.5  10.0  1.05  1.92 *****   6.5   3.4  1.92  1.92  0.00  1.10   9.19   2.61
 2017 320   142    93  15.7   5.7  10.0  1.09  1.92 *****   6.5   3.4  1.92  1.92  0.00  1.10   9.35   2.78
 2017 321   143    94  15.9   5.9  10.0  1.12  1.92 *****   6.5   3.4  1.92  1.92  0.00  1.11   9.50   2.94
 2017 322   144    95  16.1   6.2  10.0  1.16  1.92 *****   6.5   3.4  1.92  1.92  0.00  1.12   9.66   3.10
 2017 323   145    96  16.1   6.2  10.0  1.16  1.92 *****   6.5   3.4  1.92  1.92  0.00  1.12   9.66   3.10
 2017 324   146    97  16.1   6.2  10.0  1.16  1.92 *****   6.5   3.4  1.92  1.92  0.00  1.12   9.66   3.10

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:43
                                                                                
*RUN  97        : 86_04                     RICER046 SSKT0004    1              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0004 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT  1   : 86_04                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 1986 234    56     0   9.7   0.0   9.7  0.00  3.40 *****   8.7   1.0  3.40  3.40  0.00  0.69   0.00   0.00
 1986 235    57     1  11.2   0.0  11.2  0.00  3.93 *****  10.1   1.1  3.93  3.93  0.00  1.13   0.00   0.00
 1986 236    58     2  11.3   0.0  11.3  0.00  3.97 *****  10.2   1.1  3.97  3.97  0.00  1.36   0.01   0.00
 1986 237    59     3  11.3   0.0  11.3  0.00  3.96 *****  10.2   1.1  3.96  3.96  0.00  1.27   0.01   0.14
 1986 238    60     4  11.3   0.0  11.3  0.00  3.94 *****  10.2   1.1  3.94  3.94  0.00  1.21   0.01   0.29
 1986 239    61     5  11.3   0.0  11.3  0.00  3.91 *****  10.2   1.1  3.91  3.91  0.00  1.19   0.02   0.44
 1986 240    62     6  11.3   0.0  11.3  0.00  3.89 *****  10.2   1.1  3.89  3.89  0.00  1.15   0.02   0.61
 1986 241    63     7  11.3   0.0  11.3  0.00  3.65 *****   9.9   1.4  3.65  3.65  0.00  1.11   0.03   0.81
 1986 242    64     8  11.5   0.0  11.5  0.00  3.55 *****   9.9   1.6  3.55  3.55  0.00  1.11   0.03   1.00
 1986 243    65     9  12.2   0.0  12.2  0.00  3.55 *****  10.3   1.9  3.55  3.55  0.00  1.11   0.03   1.21
 1986 244    66    10  13.0   0.0  13.0  0.00  3.52 *****  10.7   2.3  3.52  3.52  0.00  1.09   0.04   1.43
 1986 245    67    11  14.1   0.0  14.1  0.00  3.38 *****  11.2   2.9  3.38  3.38  0.00  1.05   0.04   1.66
 1986 246    68    12  16.2   0.0  16.2  0.00  3.39 *****  12.3   3.9  3.39  3.39  0.00  1.03   0.04   1.90
 1986 247    69    13  18.0   0.0  18.0  0.00  3.35 *****  13.3   4.8  3.35  3.35  0.00  1.03   0.05   2.14
 1986 248    70    14  19.9   0.0  19.9  0.00  3.33 *****  14.3   5.6  3.33  3.33  0.00  1.02   0.05   2.38
 1986 249    71    15  22.1   0.0  22.1  0.00  3.33 *****  15.5   6.6  3.33  3.33  0.00  1.03   0.05   2.64
 1986 250    72    16  24.4   0.0  24.4  0.00  3.31 *****  16.7   7.7  3.31  3.31  0.00  1.03   0.06   2.91
 1986 251    73    17  27.1   0.0  27.1  0.00  3.30 *****  18.2   8.9  3.30  3.30  0.00  1.03   0.06   3.19
 1986 252    74    18  29.1   0.0  29.1  0.00  3.23 *****  19.2   9.8  3.23  3.23  0.00  1.02   0.07   3.48
 1986 253    75    19  30.0   0.0  30.0  0.00  3.07 *****  19.6  10.4  3.07  3.07  0.00  1.00   0.07   3.48
 1986 254    76    20  30.2   0.0  30.2  0.00  2.74 *****  19.4  10.9  2.74  2.74  0.00  0.94   0.09   3.48
 1986 255    77    21  30.5   0.0  30.5  0.00  2.54 *****  19.0  11.5  2.54  2.54  0.00  0.90   0.12   3.48
 1986 256    78    22  30.9   0.0  30.9  0.00  2.39 *****  18.7  12.2  2.39  2.39  0.00  0.87   0.16   3.48
 1986 257    79    23  31.3   0.0  31.3  0.00  2.26 *****  18.4  12.9  2.26  2.26  0.00  0.85   0.21   3.48
 1986 258    80    24  32.3   0.0  32.3  0.00  2.19 *****  18.4  13.9  2.19  2.19  0.00  0.83   0.27   3.48
 1986 259    81    25  32.7   0.0  32.7  0.00  2.10 *****  18.1  14.6  2.10  2.10  0.00  0.81   0.34   3.48
 1986 260    82    26  33.2   0.0  33.2  0.00  2.04 *****  18.0  15.2  2.04  2.04  0.00  0.80   0.42   3.48
 1986 261    83    27  33.8   0.0  33.8  0.00  2.00 *****  18.0  15.8  2.00  2.00  0.00  0.79   0.52   3.48
 1986 262    84    28  34.8   0.0  34.8  0.00  1.98 *****  18.1  16.7  1.98  1.98  0.00  0.79   0.62   3.48
 1986 263    85    29  35.2   0.0  35.2  0.00  1.92 *****  17.9  17.3  1.92  1.92  0.00  0.78   0.73   3.48
 1986 264    86    30  35.9   0.0  35.9  0.00  1.89 *****  17.9  18.0  1.89  1.89  0.00  0.77   0.85   3.48
 1986 265    87    31  36.4   0.0  36.4  0.00  1.86 *****  17.9  18.5  1.86  1.86  0.00  0.76   0.98   3.48
 1986 266    88    32  37.5   0.0  37.5  0.00  1.87 *****  18.1  19.4  1.87  1.87  0.00  0.77   1.12   3.48
 1986 267    89    33  38.1   0.0  38.1  0.00  1.85 *****  18.1  20.1  1.85  1.85  0.00  0.77   1.27   3.48
 1986 268    90    34  38.8   0.0  38.8  0.00  1.82 *****  18.0  20.8  1.82  1.82  0.00  0.77   1.43   3.48
 1986 269    91    35  39.3   0.0  39.3  0.00  1.78 *****  17.9  21.4  1.78  1.78  0.00  0.77   1.60   3.48
 1986 270    92    36  40.0   0.0  40.0  0.00  1.76 *****  17.8  22.1  1.76  1.76  0.00  0.77   1.78   3.48
 1986 271    93    37  40.5   0.0  40.5  0.00  1.74 *****  17.8  22.7  1.74  1.74  0.00  0.77   1.97   3.48
 1986 272    94    38  41.6   0.0  41.6  0.00  1.76 *****  18.1  23.6  1.76  1.76  0.00  0.77   2.17   3.48
 1986 273    95    39  42.2   0.0  42.2  0.00  1.74 *****  18.0  24.2  1.74  1.74  0.00  0.78   2.38   3.48
 1986 274    96    40  42.8   0.0  42.8  0.00  1.73 *****  18.0  24.8  1.73  1.73  0.00  0.78   2.60   3.48
 1986 275    97    41  43.1   0.0  43.1  0.00  1.71 *****  17.9  25.2  1.71  1.71  0.00  0.78   2.83   3.48
 1986 276    98    42  43.3   0.0  43.3  0.00  1.67 *****  17.8  25.6  1.67  1.67  0.00  0.77   3.07   3.48
 1986 277    99    43  43.6   0.0  43.6  0.00  1.64 *****  17.6  26.0  1.64  1.64  0.00  0.77   3.33   3.48
 1986 278   100    44  43.9   0.0  43.9  0.00  1.61 *****  17.4  26.4  1.61  1.61  0.00  0.77   3.59   3.48
 1986 279   101    45  44.1   0.0  44.1  0.00  1.58 *****  17.2  26.9  1.58  1.58  0.00  0.76   3.86   3.48
 1986 280   102    46  44.4   0.0  44.4  0.00  1.55 *****  17.1  27.3  1.55  1.55  0.00  0.76   4.14   3.48
 1986 281   103    47  44.7   0.0  44.7  0.00  1.53 *****  16.9  27.8  1.53  1.53  0.00  0.76   4.43   3.48
 1986 282   104    48  45.0   0.0  45.0  0.00  1.50 *****  16.8  28.2  1.50  1.50  0.00  0.75   4.73   3.48
 1986 283   105    49  45.2   0.0  45.2  0.00  1.48 *****  16.6  28.6  1.48  1.48  0.00  0.75   5.04   3.48
 1986 284   106    50  45.5   0.0  45.5  0.00  1.46 *****  16.5  28.9  1.46  1.46  0.00  0.75   5.36   3.48
 1986 285   107    51  45.7   0.0  45.7  0.00  1.46 *****  16.5  29.2  1.46  1.46  0.00  0.75   5.69   3.48
 1986 286   108    52  45.9   0.0  45.9  0.00  1.44 *****  16.4  29.6  1.44  1.44  0.00  0.75   6.03   3.48
 1986 287   109    53  46.2   0.0  46.2  0.00  1.42 *****  16.3  29.9  1.42  1.42  0.00  0.75   6.38   3.48
 1986 288   110    54  46.4   0.0  46.4  0.00  1.41 *****  16.2  30.2  1.41  1.41  0.00  0.75   6.74   3.48
 1986 289   111    55  46.4   0.0  46.4  0.00  1.38 *****  16.0  30.4  1.38  1.38  0.00  0.75   7.11   3.48
 1986 290   112    56  46.6   0.0  46.6  0.00  1.37 *****  15.9  30.7  1.37  1.37  0.00  0.75   7.49   3.48
 1986 291   113    57  46.6   0.0  46.6  0.00  1.35 *****  15.7  30.9  1.35  1.35  0.00  0.75   7.87   3.48
 1986 292   114    58  46.9   0.0  46.9  0.00  1.33 *****  15.5  31.3  1.33  1.33  0.00  0.74   8.27   3.48
 1986 293   115    59  47.1   0.0  47.1  0.00  1.31 *****  15.4  31.7  1.31  1.31  0.00  0.74   8.67   3.48
 1986 294   116    60  47.9   0.0  47.9  0.00  1.31 *****  15.4  32.5  1.31  1.31  0.00  0.75   9.09   3.48
 1986 295   117    61  48.2   0.0  48.2  0.00  1.31 *****  15.4  32.8  1.31  1.31  0.00  0.75   9.51   3.48
 1986 296   118    62  48.2   0.0  48.2  0.00  1.29 *****  15.2  33.0  1.29  1.29  0.00  0.75   9.94   3.48
 1986 297   119    63  48.2   0.0  48.2  0.00  1.27 *****  15.0  33.2  1.27  1.27  0.00  0.75  10.38   3.48
 1986 298   120    64  48.2   0.0  48.2  0.00  1.25 *****  14.9  33.3  1.25  1.25  0.00  0.75  10.83   3.48
 1986 299   121    65  48.2   0.0  48.2  0.00  1.23 *****  14.7  33.5  1.23  1.23  0.00  0.74  11.29   3.48
 1986 300   122    66  48.2   0.0  48.2  0.00  1.22 *****  14.5  33.6  1.22  1.22  0.00  0.74  11.75   3.48
 1986 301   123    67  48.2   0.0  48.2  0.00  1.20 *****  14.3  33.8  1.20  1.20  0.00  0.74  12.23   3.48
 1986 302   124    68  48.2   0.0  48.2  0.00  1.19 *****  14.2  34.0  1.19  1.19  0.00  0.74  12.70   3.48
 1986 303   125    69  48.2   0.0  48.2  0.00  1.18 *****  14.0  34.2  1.18  1.18  0.00  0.74  13.18   3.48
 1986 304   126    70  48.2   0.0  48.2  0.00  1.16 *****  13.8  34.4  1.16  1.16  0.00  0.73  13.66   3.48
 1986 305   127    71  48.2   0.0  48.2  0.00  1.14 *****  13.6  34.6  1.14  1.14  0.00  0.73  14.14   3.48
 1986 306   128    72  48.2   0.0  48.2  0.00  1.13 *****  13.4  34.8  1.13  1.13  0.00  0.73  14.63   3.48
 1986 307   129    73  48.2   0.0  48.2  0.00  1.11 *****  13.3  34.9  1.11  1.11  0.00  0.73  15.12   3.48
 1986 308   130    74  48.2   8.4  39.8  0.52  1.43 *****  17.0  22.9  1.43  1.43  0.00  0.72  15.61   3.48
 1986 309   131    75  48.2   9.5  38.7  0.55  1.39 *****  16.5  22.3  1.39  1.39  0.00  0.72  16.11   3.48
 1986 310   132    76  48.2  10.6  37.6  0.58  1.35 *****  16.0  21.6  1.35  1.35  0.00  0.71  16.60   3.48
 1986 311   133    77  48.2  11.7  36.5  0.60  1.31 *****  15.5  20.9  1.31  1.31  0.00  0.71  17.10   3.48
 1986 312   134    78  48.2  12.8  35.4  0.62  1.27 *****  15.1  20.3  1.27  1.27  0.00  0.71  17.59   3.48
 1986 313   135    79  48.2  13.9  34.3  0.64  1.24 *****  14.7  19.6  1.24  1.24  0.00  0.70  18.09   3.48
 1986 314   136    80  48.2  14.9  33.3  0.66  1.20 *****  14.2  19.0  1.20  1.20  0.00  0.70  18.59   3.48
 1986 315   137    81  48.2  16.0  32.2  0.68  1.17 *****  13.8  18.4  1.17  1.17  0.00  0.70  19.09   3.48
 1986 316   138    82  48.2  17.0  31.1  0.70  1.15 *****  13.5  17.6  1.15  1.15  0.00  0.70  19.59   3.48
 1986 317   139    83  48.2  18.1  30.1  0.72  1.12 *****  13.1  17.0  1.12  1.12  0.00  0.70  20.09   3.48
 1986 318   140    84  48.2  19.2  29.0  0.73  1.10 *****  12.8  16.2  1.10  1.10  0.00  0.70  20.59   3.48
 1986 319   141    85  48.2  20.3  27.8  0.75  1.07 *****  12.4  15.5  1.07  1.07  0.00  0.82  21.09   3.88
 1986 320   142    86  48.1  21.4  26.7  0.76  1.03 *****  11.9  14.8  1.03  1.03  0.00  0.86  21.59   4.34
 1986 321   143    87  48.1  22.5  25.6  0.78  1.00 *****  11.5  14.1  1.00  1.00  0.00  0.86  22.09   4.34
 1986 322   144    88  48.4  23.5  24.9  0.80  0.97 *****  11.1  13.7  0.97  0.97  0.00  0.89  22.60   4.34
 1986 323   145    89  48.6  24.6  24.0  0.81  0.93 *****  10.7  13.3  0.93  0.93  0.00  0.90  23.10   4.34
 1986 324   146    90  49.0  25.7  23.3  0.83  0.90 *****  10.4  12.9  0.90  0.90  0.00  0.91  23.60   4.34
 1986 325   147    91  49.2  26.7  22.6  0.84  0.88 *****  10.1  12.5  0.88  0.88  0.00  0.92  24.11   4.34
 1986 326   148    92  49.6  27.6  22.0  0.86  0.85 *****   9.8  12.2  0.85  0.85  0.00  0.93  24.61   4.34
 1986 327   149    93  49.9  28.5  21.4  0.87  0.83 *****   9.6  11.8  0.83  0.83  0.00  0.94  25.12   4.34
 1986 328   150    94  50.1  29.4  20.7  0.88  0.81 *****   9.3  11.4  0.81  0.81  0.00  0.94  25.63   4.34
 1986 329   151    95  50.6  30.3  20.3  0.89  0.81 *****   9.2  11.1  0.81  0.81  0.00  0.95  26.14   4.34
 1986 330   152    96  50.6  30.8  19.8  0.90  0.79 *****   9.0  10.8  0.79  0.79  0.00  0.96  26.64   4.34
 1986 331   153    97  50.6  30.8  19.8  0.90  0.79 *****   9.0  10.8  0.79  0.79  0.00  0.96  26.64   4.34
 1986 332   154    98  50.6  30.8  19.8  0.90  0.79 *****   9.0  10.8  0.79  0.79  0.00  0.96  26.64   4.34

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:43
                                                                                
*RUN  98        : 87_04                     RICER046 SSKT0004    2              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0004 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT  2   : 87_04                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 1987 234    56     0   9.6   0.0   9.6  0.00  3.39 *****   8.7   1.0  3.39  3.39  0.00  0.65   0.00   0.00
 1987 235    57     1   9.7   0.0   9.7  0.00  3.42 *****   8.8   1.0  3.42  3.42  0.00  0.65   0.00   0.00
 1987 236    58     2  10.0   0.0  10.0  0.00  3.50 *****   9.0   1.0  3.50  3.50  0.00  0.73   0.01   0.00
 1987 237    59     3  10.0   0.0  10.0  0.00  3.50 *****   9.0   1.0  3.50  3.50  0.00  0.67   0.02   0.00
 1987 238    60     4  10.0   0.0  10.0  0.00  3.49 *****   9.0   1.0  3.49  3.49  0.00  0.59   0.03   0.00
 1987 239    61     5  10.0   0.0  10.0  0.00  3.47 *****   9.0   1.0  3.47  3.47  0.00  0.50   0.05   0.00
 1987 240    62     6  10.0   0.0  10.0  0.00  3.45 *****   9.0   1.0  3.45  3.45  0.00  0.42   0.07   0.00
 1987 241    63     7  10.0   0.0  10.0  0.00  3.14 *****   8.7   1.3  3.14  3.14  0.00  0.39   0.08   0.00
 1987 242    64     8  10.0   0.0  10.0  0.00  3.01 *****   8.5   1.4  3.01  3.01  0.00  0.37   0.10   0.00
 1987 243    65     9  10.0   0.0  10.0  0.00  2.89 *****   8.4   1.6  2.89  2.89  0.00  0.35   0.12   0.00
 1987 244    66    10  10.0   0.0  10.0  0.00  2.77 *****   8.2   1.7  2.77  2.77  0.00  0.34   0.15   0.00
 1987 245    67    11  10.0   0.0  10.0  0.00  2.52 *****   7.9   2.1  2.52  2.52  0.00  0.33   0.18   0.00
 1987 246    68    12  10.0   0.0  10.0  0.00  2.35 *****   7.6   2.4  2.35  2.35  0.00  0.32   0.21   0.00
 1987 247    69    13  10.0   0.0  10.0  0.00  2.19 *****   7.3   2.7  2.19  2.19  0.00  0.32   0.25   0.00
 1987 248    70    14  10.0   0.0  10.0  0.00  2.10 *****   7.1   2.9  2.10  2.10  0.00  0.32   0.29   0.00
 1987 249    71    15  10.0   0.0  10.0  0.00  2.03 *****   6.9   3.0  2.03  2.03  0.00  0.32   0.33   0.00
 1987 250    72    16  10.0   0.0  10.0  0.00  1.95 *****   6.8   3.2  1.95  1.95  0.00  0.31   0.37   0.00
 1987 251    73    17  10.0   0.0  10.0  0.00  1.87 *****   6.6   3.4  1.87  1.87  0.00  0.31   0.42   0.00
 1987 252    74    18  10.0   0.0  10.0  0.00  1.82 *****   6.4   3.5  1.82  1.82  0.00  0.31   0.47   0.00
 1987 253    75    19  10.0   0.0  10.0  0.00  1.78 *****   6.4   3.6  1.78  1.78  0.00  0.31   0.52   0.00
 1987 254    76    20  10.0   0.0  10.0  0.00  1.73 *****   6.2   3.8  1.73  1.73  0.00  0.31   0.58   0.00
 1987 255    77    21  10.0   0.0  10.0  0.00  1.68 *****   6.1   3.9  1.68  1.68  0.00  0.31   0.64   0.00
 1987 256    78    22  10.0   0.0  10.0  0.00  1.63 *****   6.0   4.0  1.63  1.63  0.00  0.31   0.70   0.00
 1987 257    79    23  10.0   0.0  10.0  0.00  1.59 *****   5.8   4.1  1.59  1.59  0.00  0.31   0.76   0.00
 1987 258    80    24  10.3   0.0  10.3  0.00  1.61 *****   5.9   4.4  1.61  1.61  0.00  0.33   0.83   0.00
 1987 259    81    25  10.3   0.0  10.3  0.00  1.57 *****   5.8   4.5  1.57  1.57  0.00  0.33   0.89   0.00
 1987 260    82    26  10.3   0.0  10.3  0.00  1.55 *****   5.8   4.5  1.55  1.55  0.00  0.33   0.97   0.00
 1987 261    83    27  10.3   0.0  10.3  0.00  1.53 *****   5.7   4.6  1.53  1.53  0.00  0.33   1.04   0.00
 1987 262    84    28  10.3   0.0  10.3  0.00  1.52 *****   5.7   4.6  1.52  1.52  0.00  0.33   1.12   0.00
 1987 263    85    29  10.3   0.0  10.3  0.00  1.50 *****   5.6   4.7  1.50  1.50  0.00  0.33   1.19   0.00
 1987 264    86    30  10.3   0.0  10.3  0.00  1.48 *****   5.5   4.7  1.48  1.48  0.00  0.33   1.27   0.00
 1987 265    87    31  10.3   0.0  10.3  0.00  1.47 *****   5.5   4.8  1.47  1.47  0.00  0.34   1.36   0.00
 1987 266    88    32  10.4   0.0  10.4  0.00  1.46 *****   5.5   4.9  1.46  1.46  0.00  0.34   1.44   0.00
 1987 267    89    33  10.4   0.0  10.4  0.00  1.44 *****   5.4   5.0  1.44  1.44  0.00  0.34   1.53   0.00
 1987 268    90    34  10.4   0.0  10.4  0.00  1.43 *****   5.4   5.1  1.43  1.43  0.00  0.35   1.62   0.00
 1987 269    91    35  10.5   0.0  10.5  0.00  1.42 *****   5.4   5.1  1.42  1.42  0.00  0.35   1.72   0.00
 1987 270    92    36  10.9   0.0  10.9  0.00  1.45 *****   5.5   5.4  1.45  1.45  0.00  0.37   1.81   0.00
 1987 271    93    37  10.9   0.0  10.9  0.00  1.44 *****   5.4   5.5  1.44  1.44  0.00  0.38   1.91   0.00
 1987 272    94    38  11.0   0.0  11.0  0.00  1.43 *****   5.4   5.6  1.43  1.43  0.00  0.38   2.01   0.00
 1987 273    95    39  11.0   0.0  11.0  0.00  1.42 *****   5.4   5.7  1.42  1.42  0.00  0.39   2.11   0.00
 1987 274    96    40  11.1   0.0  11.1  0.00  1.40 *****   5.3   5.8  1.40  1.40  0.00  0.39   2.22   0.00
 1987 275    97    41  11.1   0.0  11.1  0.00  1.40 *****   5.3   5.9  1.40  1.40  0.00  0.40   2.33   0.00
 1987 276    98    42  11.2   0.0  11.2  0.00  1.38 *****   5.3   5.9  1.38  1.38  0.00  0.40   2.44   0.00
 1987 277    99    43  11.2   0.0  11.2  0.00  1.37 *****   5.2   6.0  1.37  1.37  0.00  0.41   2.55   0.00
 1987 278   100    44  11.2   0.0  11.2  0.00  1.36 *****   5.2   6.1  1.36  1.36  0.00  0.41   2.66   0.00
 1987 279   101    45  11.3   0.0  11.3  0.00  1.34 *****   5.1   6.2  1.34  1.34  0.00  0.41   2.78   0.00
 1987 280   102    46  11.3   0.0  11.3  0.00  1.34 *****   5.1   6.2  1.34  1.34  0.00  0.42   2.90   0.00
 1987 281   103    47  11.4   0.0  11.4  0.00  1.33 *****   5.1   6.3  1.33  1.33  0.00  0.42   3.02   0.00
 1987 282   104    48  11.4   0.0  11.4  0.00  1.32 *****   5.0   6.4  1.32  1.32  0.00  0.43   3.15   0.00
 1987 283   105    49  11.5   0.0  11.5  0.00  1.31 *****   5.0   6.5  1.31  1.31  0.00  0.43   3.27   0.00
 1987 284   106    50  11.6   0.0  11.6  0.00  1.30 *****   5.0   6.6  1.30  1.30  0.00  0.44   3.40   0.00
 1987 285   107    51  11.7   0.0  11.7  0.00  1.30 *****   5.0   6.7  1.30  1.30  0.00  0.45   3.53   0.00
 1987 286   108    52  11.7   0.0  11.7  0.00  1.29 *****   5.0   6.8  1.29  1.29  0.00  0.45   3.67   0.00
 1987 287   109    53  11.8   0.0  11.8  0.00  1.29 *****   5.0   6.8  1.29  1.29  0.00  0.46   3.80   0.00
 1987 288   110    54  11.8   0.0  11.8  0.00  1.28 *****   4.9   6.9  1.28  1.28  0.00  0.47   3.94   0.00
 1987 289   111    55  11.9   0.0  11.9  0.00  1.27 *****   4.9   7.0  1.27  1.27  0.00  0.47   4.08   0.00
 1987 290   112    56  11.9   0.0  11.9  0.00  1.25 *****   4.8   7.1  1.25  1.25  0.00  0.47   4.22   0.00
 1987 291   113    57  11.9   0.0  11.9  0.00  1.24 *****   4.8   7.1  1.24  1.24  0.00  0.47   4.36   0.00
 1987 292   114    58  11.9   0.0  11.9  0.00  1.23 *****   4.7   7.1  1.23  1.23  0.00  0.48   4.51   0.00
 1987 293   115    59  11.9   0.0  11.9  0.00  1.22 *****   4.7   7.2  1.22  1.22  0.00  0.48   4.66   0.00
 1987 294   116    60  12.2   0.0  12.2  0.00  1.24 *****   4.8   7.4  1.24  1.24  0.00  0.51   4.81   0.00
 1987 295   117    61  12.3   0.0  12.3  0.00  1.24 *****   4.8   7.5  1.24  1.24  0.00  0.52   4.96   0.00
 1987 296   118    62  12.4   0.0  12.4  0.00  1.24 *****   4.8   7.6  1.24  1.24  0.00  0.53   5.12   0.00
 1987 297   119    63  12.8   0.0  12.8  0.00  1.26 *****   4.9   7.9  1.26  1.26  0.00  0.57   5.28   0.00
 1987 298   120    64  12.9   0.0  12.9  0.00  1.26 *****   4.9   8.0  1.26  1.26  0.00  0.58   5.44   0.00
 1987 299   121    65  13.2   0.0  13.2  0.00  1.28 *****   5.0   8.3  1.28  1.28  0.00  0.62   5.61   0.00
 1987 300   122    66  13.5   0.0  13.5  0.00  1.29 *****   5.0   8.5  1.29  1.29  0.00  0.65   5.77   0.00
 1987 301   123    67  13.7   0.0  13.7  0.00  1.30 *****   5.0   8.6  1.30  1.30  0.00  0.67   5.93   0.00
 1987 302   124    68  13.9   0.0  13.9  0.00  1.30 *****   5.0   8.8  1.30  1.30  0.00  0.69   6.10   0.00
 1987 303   125    69  14.0   0.0  14.0  0.00  1.30 *****   5.1   9.0  1.30  1.30  0.00  0.71   6.26   0.00
 1987 304   126    70  14.6   0.0  14.6  0.00  1.34 *****   5.2   9.4  1.34  1.34  0.00  0.79   6.43   0.00
 1987 305   127    71  15.0   0.0  15.0  0.00  1.37 *****   5.3   9.7  1.37  1.37  0.00  0.86   6.59   0.00
 1987 306   128    72  15.3   2.8  12.4  0.73  1.72 *****   6.7   5.8  1.72  1.72  0.00  0.95   6.76   0.18
 1987 307   129    73  15.5   3.1  12.4  0.77  1.71 *****   6.6   5.8  1.71  1.71  0.00  1.01   6.92   0.37
 1987 308   130    74  15.8   3.3  12.4  0.82  1.69 *****   6.6   5.9  1.69  1.69  0.00  1.01   7.09   0.57
 1987 309   131    75  16.0   3.6  12.4  0.87  1.68 *****   6.5   5.9  1.68  1.68  0.00  1.01   7.25   0.77
 1987 310   132    76  16.3   3.8  12.4  0.87  1.71 *****   6.6   5.8  1.71  1.71  0.00  1.02   7.42   0.98
 1987 311   133    77  16.5   4.1  12.4  0.88  1.74 *****   6.7   5.8  1.74  1.74  0.00  1.02   7.58   1.18
 1987 312   134    78  16.8   4.4  12.4  0.89  1.77 *****   6.8   5.7  1.77  1.77  0.00  1.03   7.75   1.38
 1987 313   135    79  17.0   4.6  12.4  0.90  1.79 *****   6.8   5.6  1.79  1.79  0.00  1.04   7.91   1.59
 1987 314   136    80  17.3   4.8  12.4  0.91  1.82 *****   6.9   5.5  1.82  1.82  0.00  1.04   8.08   1.79
 1987 315   137    81  17.5   5.1  12.4  0.92  1.85 *****   7.0   5.4  1.85  1.85  0.00  1.05   8.24   1.99
 1987 316   138    82  17.8   5.4  12.4  0.93  1.89 *****   7.1   5.3  1.89  1.89  0.00  1.05   8.41   2.20
 1987 317   139    83  18.1   5.6  12.4  0.94  1.92 *****   7.2   5.3  1.92  1.92  0.00  1.06   8.58   2.40
 1987 318   140    84  18.3   5.9  12.4  0.95  1.96 *****   7.3   5.2  1.96  1.96  0.00  1.06   8.74   2.60
 1987 319   141    85  18.6   6.2  12.4  0.96  1.99 *****   7.4   5.1  1.99  1.99  0.00  1.07   8.91   2.80
 1987 320   142    86  18.8   6.4  12.4  0.96  2.03 *****   7.5   5.0  2.03  2.03  0.00  1.08   9.08   3.01
 1987 321   143    87  19.1   6.7  12.4  0.97  2.07 *****   7.6   4.8  2.07  2.07  0.00  1.08   9.24   3.21
 1987 322   144    88  19.4   6.9  12.4  0.98  2.11 *****   7.7   4.7  2.11  2.11  0.00  1.09   9.41   3.41
 1987 323   145    89  19.6   7.2  12.4  0.99  2.15 *****   7.8   4.6  2.15  2.15  0.00  1.10   9.58   3.62
 1987 324   146    90  19.9   7.4  12.4  1.01  2.18 *****   7.9   4.5  2.18  2.18  0.00  1.11   9.74   3.82
 1987 325   147    91  20.1   7.7  12.4  1.03  2.18 *****   7.9   4.5  2.18  2.18  0.00  1.11   9.91   4.02
 1987 326   148    92  20.1   7.7  12.4  1.03  2.18 *****   7.9   4.5  2.18  2.18  0.00  1.11   9.91   4.02
